rollno,name,fname,course,city,dob,s1,s2,s3,s4,s5
398,Asif,Ali,AI,ISL,1966-05-18,79,41,89,84,86
399,Ali,Asif,AI,KHI,1982-06-25,61,99,76,70,22
400,Hamza,Ali,ML,ISL,1982-09-28,52,52,22,37,55
401,Ali,Hamza,ML,ISL,1983-08-06,91,63,54,12,2
402,Junaid,Junaid,AI,LHR,2005-05-19,40,81,99,55,25
403,Asif,Junaid,AI,KHI,1984-03-13,67,49,3,44,78
404,Junaid,Hamza,AI,KHI,1955-06-05,43,58,97,54,69
405,Junaid,Ali,ML,ISL,1951-11-12,87,64,17,13,88
406,Junaid,Ali,ML,KHI,1976-08-02,55,26,4,34,89
407,Junaid,Hamza,AI,KHI,1982-10-12,86,96,48,1,93
408,Hamza,Ali,AI,LHR,1975-10-08,65,93,69,62,95
409,Asif,Asif,Blockchain,LHR,1995-05-22,68,9,26,54,4
410,Junaid,Asif,Blockchain,KHI,1966-05-27,47,87,74,45,53
411,Asif,Ali,DS,KHI,1964-06-07,94,40,41,14,82
412,Ali,Asif,DS,,2011-01-14,16,4,86,53,52
413,Asif,Ali,Blockchain,,1957-01-23,13,78,2,10,45
414,Junaid,Asif,DS,KHI,2008-04-27,94,96,13,6,85
415,Junaid,Hamza,DS,,1996-07-02,27,56,46,20,58
416,Hamza,Hamza,DS,KHI,1987-06-02,71,13,44,28,20
417,Asif,Junaid,DS,,1967-08-22,36,81,54,51,29
418,Junaid,Ali,DS,KHI,1994-02-06,84,37,41,46,20
419,Ali,Hamza,ML,LHR,2000-06-19,89,73,60,91,50
420,Ali,Ali,Blockchain,ISL,1952-01-14,99,14,62,45,26
421,Asif,Junaid,AI,,1999-11-17,10,38,66,11,44
422,Asif,Asif,ML,ISL,1970-01-02,90,18,16,45,14
423,Junaid,Junaid,ML,,1957-01-27,27,70,41,80,78
424,Asif,Asif,Blockchain,,2003-11-10,81,37,22,84,83
425,Hamza,Ali,Blockchain,,2002-04-02,57,98,39,95,91
426,Asif,Asif,DS,ISL,1965-11-14,52,33,39,4,25
427,Ali,Asif,ML,,2001-02-07,70,59,71,53,88
428,Asif,Ali,ML,KHI,1954-03-13,33,27,9,9,2
429,Junaid,Junaid,Blockchain,KHI,2003-08-21,79,92,15,79,40
430,Hamza,Ali,Blockchain,ISL,1952-06-24,75,37,66,89,82
431,Junaid,Junaid,AI,ISL,1999-02-12,6,18,41,32,56
432,Junaid,Ali,DS,LHR,1952-07-01,44,86,31,30,29
433,Ali,Hamza,Blockchain,LHR,1961-05-16,45,76,28,13,15
434,Ali,Asif,DS,ISL,1962-03-24,99,83,51,20,41
435,Junaid,Junaid,AI,,1968-02-20,31,32,89,48,31
436,Junaid,Ali,ML,,1976-09-16,73,74,38,36,31
437,Hamza,Hamza,DS,LHR,2007-06-21,46,98,36,25,40
438,Hamza,Asif,ML,,2003-08-17,7,68,14,81,23
439,Junaid,Asif,AI,ISL,1954-04-14,64,49,33,53,91
440,Junaid,Asif,Blockchain,LHR,2013-01-28,58,7,42,29,70
441,Ali,Ali,ML,LHR,1992-04-05,95,40,47,70,6
442,Junaid,Asif,DS,ISL,1993-04-27,87,77,30,91,5
443,Junaid,Junaid,Blockchain,KHI,1979-06-17,9,31,4,82,93
444,Asif,Junaid,AI,KHI,1983-04-25,54,74,76,76,61
445,Hamza,Asif,DS,,1952-03-02,24,17,59,94,30
446,Hamza,Junaid,Blockchain,LHR,2009-03-30,92,40,65,54,1
447,Junaid,Ali,Blockchain,,1984-11-02,26,17,55,34,86
448,Hamza,Ali,Blockchain,ISL,2010-05-15,5,15,85,50,65
449,Junaid,Hamza,ML,LHR,1989-11-18,5,43,30,72,86
450,Hamza,Ali,Blockchain,LHR,1973-01-10,58,29,98,95,2
451,Hamza,Hamza,ML,KHI,1966-02-03,76,80,91,10,89
452,Ali,Asif,DS,KHI,1977-10-08,98,9,90,5,1
453,Asif,Junaid,Blockchain,ISL,2000-03-26,40,91,48,73,58
454,Junaid,Junaid,DS,ISL,1990-02-24,43,33,88,58,5
455,Hamza,Asif,DS,KHI,1963-03-14,40,62,38,88,71
456,Junaid,Asif,DS,KHI,1986-08-03,86,11,23,15,13
457,Hamza,Hamza,DS,LHR,1994-06-08,38,34,5,15,25
458,Asif,Hamza,AI,LHR,1979-06-16,11,58,14,46,15
459,Junaid,Hamza,AI,ISL,2004-05-27,92,60,3,31,45
460,Junaid,Asif,AI,,2012-07-07,40,44,75,21,13
461,Hamza,Hamza,Blockchain,LHR,1960-02-02,72,81,46,34,1
462,Ali,Junaid,Blockchain,LHR,2003-06-12,18,11,91,80,18
463,Hamza,Ali,DS,,2007-11-07,56,68,82,23,88
464,Junaid,Asif,Blockchain,,1994-02-27,73,49,86,97,14
465,Asif,Asif,ML,ISL,2003-04-06,15,34,37,3,49
466,Ali,Junaid,ML,LHR,1987-03-17,65,62,55,59,28
467,Hamza,Hamza,DS,KHI,2013-06-21,82,16,1,17,92
468,Asif,Ali,AI,LHR,1988-05-28,32,91,69,77,61
469,Ali,Ali,AI,ISL,1991-05-11,56,52,48,82,12
470,Asif,Ali,AI,KHI,1975-10-17,55,94,1,88,61
471,Ali,Junaid,ML,ISL,1986-03-17,29,90,97,33,58
472,Asif,Hamza,Blockchain,LHR,1982-11-24,12,50,2,15,23
473,Junaid,Junaid,ML,ISL,1974-05-18,63,70,75,63,47
474,Asif,Asif,ML,LHR,2013-01-30,93,56,24,96,75
475,Ali,Junaid,DS,,1972-03-12,84,82,7,84,83
476,Hamza,Asif,DS,,2010-11-25,66,96,39,2,56
477,Ali,Junaid,Blockchain,,1999-03-04,45,69,16,38,59
478,Ali,Asif,Blockchain,KHI,1991-10-04,96,54,85,30,31
479,Ali,Junaid,AI,ISL,1959-08-03,25,15,15,39,98
480,Ali,Hamza,AI,KHI,2000-06-14,44,98,68,94,78
481,Hamza,Ali,AI,KHI,2008-03-17,5,87,1,21,57
482,Asif,Ali,AI,KHI,1981-03-22,63,70,97,68,31
483,Junaid,Hamza,AI,,1977-05-20,35,16,72,28,80
484,Asif,Hamza,DS,LHR,1954-03-25,12,50,30,46,51
485,Asif,Junaid,Blockchain,ISL,2008-10-21,72,62,1,57,86
486,Asif,Asif,DS,KHI,2004-07-06,36,90,88,37,70
487,Ali,Junaid,ML,LHR,2010-04-11,12,48,65,14,35
488,Ali,Asif,ML,ISL,2013-09-15,2,48,13,41,17
489,Junaid,Asif,DS,ISL,2009-09-03,5,63,46,87,60
490,Asif,Ali,ML,,2011-11-19,55,14,86,23,21
491,Hamza,Hamza,DS,,1969-10-03,64,69,13,88,82
492,Asif,Asif,Blockchain,,1960-02-25,31,99,16,81,19
493,Ali,Ali,DS,LHR,1954-10-28,34,30,97,28,22
494,Hamza,Hamza,AI,KHI,1996-04-27,81,73,4,81,52
495,Hamza,Ali,AI,LHR,1968-03-12,18,36,47,55,27
496,Hamza,Ali,AI,KHI,1992-08-15,64,54,98,53,29
497,Junaid,Hamza,DS,LHR,1953-02-01,12,90,59,63,65
498,Ali,Asif,AI,LHR,2004-05-02,21,20,9,22,19
499,Asif,Asif,ML,ISL,1995-02-07,42,75,50,75,22
500,Ali,Hamza,AI,ISL,2004-07-30,96,41,92,96,61
501,Asif,Asif,DS,KHI,1961-07-12,25,77,67,34,98
502,Junaid,Asif,DS,,1960-02-16,77,44,14,54,15
503,Hamza,Junaid,DS,LHR,1970-01-22,61,9,48,23,44
504,Junaid,Asif,ML,ISL,1998-09-05,85,9,86,63,77
505,Asif,Ali,ML,KHI,2005-04-06,42,84,39,14,42
506,Ali,Asif,AI,,1975-04-23,32,99,39,76,63
507,Ali,Ali,ML,KHI,2002-02-13,34,25,48,65,61
508,Asif,Junaid,AI,,1955-04-06,23,48,28,93,16
509,Ali,Junaid,DS,,1998-03-15,58,92,40,21,96
510,Asif,Junaid,ML,ISL,1977-11-07,69,84,99,57,56
511,Ali,Hamza,AI,LHR,1970-07-22,75,67,62,35,99
512,Junaid,Hamza,ML,KHI,1975-11-29,37,95,45,84,92
513,Junaid,Ali,Blockchain,LHR,1958-08-27,18,3,16,67,38
514,Hamza,Hamza,DS,ISL,2013-06-24,48,15,18,30,16
515,Asif,Ali,DS,LHR,2011-02-01,84,18,79,34,32
516,Junaid,Ali,DS,LHR,1991-09-01,81,77,84,57,62
517,Ali,Junaid,AI,LHR,1981-10-30,25,30,71,98,41
518,Asif,Ali,DS,KHI,2001-11-16,27,46,32,89,60
519,Hamza,Junaid,DS,KHI,1985-07-29,11,15,5,16,76
520,Junaid,Junaid,AI,KHI,2000-03-25,33,37,35,35,96
521,Junaid,Ali,Blockchain,LHR,1971-01-09,72,85,73,41,52
522,Asif,Asif,AI,LHR,1993-11-22,82,57,54,61,24
523,Junaid,Junaid,Blockchain,ISL,1953-05-12,98,28,67,33,64
524,Junaid,Junaid,Blockchain,LHR,1953-05-08,93,21,47,10,86
525,Hamza,Junaid,AI,,1994-09-12,30,83,47,10,3
526,Hamza,Junaid,DS,LHR,1993-05-18,17,54,64,56,29
527,Asif,Junaid,ML,KHI,1986-05-16,84,43,43,94,62
528,Asif,Ali,AI,KHI,2012-10-05,54,63,92,58,1
529,Ali,Hamza,Blockchain,KHI,1992-09-27,2,10,99,9,63
530,Junaid,Junaid,Blockchain,,1995-11-29,86,67,90,12,53
531,Hamza,Asif,Blockchain,KHI,1997-04-01,89,97,50,9,85
532,Ali,Hamza,AI,KHI,1956-04-23,88,35,32,34,92
533,Asif,Hamza,DS,,2008-02-24,49,60,43,10,46
534,Asif,Asif,ML,KHI,2004-05-17,62,20,48,51,96
535,Junaid,Ali,Blockchain,ISL,1996-09-16,25,13,90,95,93
536,Hamza,Junaid,DS,,1959-04-23,39,55,91,42,48
537,Junaid,Hamza,DS,KHI,1967-09-06,39,88,29,54,38
538,Asif,Asif,DS,KHI,1951-07-11,13,54,22,90,73
539,Asif,Asif,DS,KHI,1988-09-18,67,40,84,51,72
540,Ali,Junaid,DS,LHR,2009-09-20,15,96,37,55,74
541,Ali,Junaid,AI,LHR,1967-03-07,55,35,49,96,62
542,Hamza,Asif,DS,,1992-04-28,52,19,8,62,40
543,Hamza,Asif,ML,,1970-08-25,19,97,92,92,73
544,Ali,Ali,AI,ISL,1973-04-22,85,93,88,91,6
545,Ali,Ali,ML,LHR,1997-06-18,8,74,20,33,96
546,Junaid,Hamza,AI,ISL,1955-11-04,13,42,5,10,62
547,Ali,Ali,AI,ISL,2012-06-04,78,74,10,64,80
548,Hamza,Junaid,AI,ISL,1978-05-25,68,71,94,60,21
549,Asif,Hamza,AI,LHR,1951-01-21,38,31,57,73,19
550,Junaid,Hamza,DS,,1952-10-03,44,83,33,58,77
551,Asif,Asif,Blockchain,KHI,1969-03-06,4,74,82,24,63
552,Junaid,Asif,AI,,1978-06-23,38,18,38,60,41
553,Hamza,Asif,ML,ISL,1997-09-30,19,97,53,60,84
554,Ali,Ali,AI,,1973-09-01,8,8,78,61,57
555,Hamza,Hamza,Blockchain,LHR,1992-04-29,49,13,24,37,28
556,Ali,Asif,ML,LHR,2002-06-20,52,5,60,69,61
557,Junaid,Ali,DS,ISL,1989-03-21,69,82,88,20,67
558,Ali,Ali,ML,ISL,2006-07-17,45,86,38,47,45
559,Asif,Asif,ML,LHR,2003-05-18,11,5,20,31,10
560,Hamza,Hamza,DS,LHR,1956-07-25,86,94,48,60,7
561,Ali,Hamza,ML,,1972-06-28,84,64,27,84,99
562,Asif,Ali,AI,KHI,1979-04-11,41,21,90,29,61
563,Junaid,Ali,AI,ISL,1970-11-09,18,97,37,51,76
564,Asif,Junaid,ML,KHI,2010-01-08,32,94,90,74,44
565,Hamza,Junaid,Blockchain,ISL,1967-02-20,10,48,64,41,88
566,Ali,Asif,Blockchain,LHR,1982-07-05,75,60,51,90,94
567,Hamza,Asif,AI,,1958-11-06,93,80,71,58,9
568,Hamza,Junaid,ML,,1972-03-23,5,57,15,24,15
569,Asif,Junaid,Blockchain,KHI,1977-11-05,25,56,33,19,29
570,Asif,Junaid,AI,KHI,1983-02-20,59,11,52,59,73
571,Junaid,Hamza,Blockchain,LHR,1961-03-14,96,80,67,54,78
572,Junaid,Asif,Blockchain,ISL,1981-08-27,3,33,96,9,74
573,Asif,Junaid,Blockchain,KHI,2012-05-16,71,66,83,47,63
574,Asif,Ali,AI,LHR,1962-06-25,2,81,82,53,69
575,Hamza,Ali,AI,,1972-09-01,65,98,46,57,38
576,Junaid,Asif,ML,LHR,1994-03-06,19,52,40,60,62
577,Junaid,Ali,Blockchain,LHR,1993-03-12,46,74,86,92,45
578,Junaid,Ali,ML,,1995-06-12,14,4,84,46,94
579,Hamza,Asif,ML,LHR,1989-11-08,48,76,40,73,92
580,Junaid,Asif,ML,ISL,1988-09-12,12,54,59,2,48
581,Asif,Ali,AI,KHI,1997-04-24,17,86,82,12,65
582,Hamza,Ali,Blockchain,KHI,1965-08-25,23,82,30,74,29
583,Hamza,Ali,DS,KHI,1952-01-05,76,71,23,53,22
584,Asif,Ali,AI,KHI,1960-11-12,97,96,32,58,58
585,Ali,Hamza,AI,,2014-04-14,64,13,31,68,21
586,Ali,Ali,AI,ISL,1953-11-02,62,89,29,1,67
587,Asif,Junaid,AI,ISL,1999-03-04,52,13,12,53,35
588,Asif,Ali,AI,KHI,1976-06-13,99,51,18,69,16
589,Ali,Hamza,Blockchain,LHR,1950-10-23,94,64,41,3,90
590,Junaid,Junaid,Blockchain,KHI,1951-05-03,34,89,36,14,42
591,Hamza,Ali,AI,,2005-01-21,57,77,23,63,60
592,Ali,Junaid,DS,,1996-07-18,61,16,89,27,52
593,Asif,Junaid,Blockchain,,2004-03-02,86,61,76,30,5
594,Junaid,Asif,AI,,1965-01-25,81,16,4,50,35
595,Ali,Asif,DS,,1974-05-12,47,96,79,84,64
596,Junaid,Junaid,AI,,2004-05-17,72,14,71,99,87
597,Junaid,Ali,Blockchain,,2011-04-26,76,29,91,30,62
598,Asif,Asif,AI,LHR,2011-04-26,44,82,96,49,40
599,Asif,Hamza,AI,LHR,1956-02-21,49,80,99,61,64
600,Junaid,Asif,AI,,2005-11-12,26,45,71,96,10
601,Hamza,Junaid,AI,LHR,1977-03-02,63,46,94,95,89
602,Hamza,Asif,Blockchain,,1981-09-19,89,14,27,56,48
603,Junaid,Hamza,Blockchain,,1962-10-17,43,98,28,46,15
604,Hamza,Asif,DS,KHI,1966-08-04,74,85,98,20,49
605,Asif,Asif,AI,,2010-10-29,73,50,87,62,42
606,Asif,Hamza,AI,KHI,1965-03-03,31,24,30,66,64
607,Asif,Ali,ML,ISL,1984-11-04,96,32,14,48,15
608,Junaid,Ali,ML,KHI,2000-07-29,8,42,95,79,44
609,Junaid,Hamza,ML,LHR,1972-03-03,43,11,48,25,56
610,Ali,Ali,ML,LHR,1960-04-06,71,66,14,28,61
611,Hamza,Ali,DS,LHR,1979-01-15,31,16,11,18,94
612,Asif,Hamza,ML,KHI,1980-10-23,88,79,28,99,8
613,Asif,Hamza,AI,ISL,1988-11-05,35,1,82,78,28
614,Junaid,Junaid,DS,LHR,2007-03-17,69,79,56,70,59
615,Asif,Asif,Blockchain,LHR,2009-01-26,62,68,84,56,26
616,Asif,Ali,AI,KHI,2001-06-21,7,41,86,8,79
617,Ali,Junaid,Blockchain,,1955-10-26,41,86,30,25,80
618,Hamza,Ali,DS,LHR,1978-09-15,97,55,43,35,95
619,Asif,Ali,DS,KHI,1961-09-29,62,96,68,77,5
620,Junaid,Asif,DS,,1982-01-17,60,45,37,93,12
621,Hamza,Asif,DS,LHR,1966-11-30,95,81,27,26,84
622,Junaid,Junaid,AI,KHI,1952-04-25,89,84,45,66,28
623,Junaid,Ali,Blockchain,,1985-05-04,91,72,17,90,7
624,Junaid,Hamza,AI,ISL,1961-08-30,65,69,37,55,7
625,Junaid,Ali,AI,,1975-09-23,52,46,31,8,92
626,Junaid,Asif,ML,,1969-10-12,80,46,31,29,53
627,Asif,Ali,DS,KHI,1988-03-19,50,5,1,3,74
628,Ali,Ali,Blockchain,ISL,2010-09-17,29,25,27,88,19
629,Hamza,Hamza,ML,LHR,1977-05-12,9,27,19,35,17
630,Ali,Ali,Blockchain,ISL,1963-09-06,92,82,44,26,42
631,Asif,Asif,DS,KHI,2009-04-10,64,23,64,57,80
632,Asif,Asif,ML,KHI,1961-11-27,53,37,67,46,85
633,Hamza,Junaid,AI,ISL,1983-07-21,88,25,36,51,94
634,Asif,Junaid,AI,,1992-10-30,72,17,69,98,60
635,Ali,Asif,DS,,1997-09-04,82,32,6,40,16
636,Asif,Ali,ML,ISL,1999-05-19,74,26,45,44,46
637,Ali,Asif,AI,KHI,2002-02-01,2,86,65,5,30
638,Hamza,Junaid,Blockchain,,1964-10-13,97,49,28,39,75
639,Hamza,Asif,ML,,1994-07-17,89,47,8,52,18
640,Ali,Ali,AI,LHR,1981-05-09,23,24,3,37,70
641,Junaid,Asif,Blockchain,LHR,1961-03-18,33,24,65,41,37
642,Junaid,Ali,ML,KHI,2011-08-26,9,52,2,61,73
643,Hamza,Junaid,ML,ISL,2000-11-18,41,84,2,40,5
644,Hamza,Asif,DS,,1987-08-12,37,26,12,93,48
645,Asif,Ali,ML,LHR,1976-02-16,23,20,45,96,34
646,Asif,Junaid,Blockchain,KHI,1966-04-22,53,71,95,45,64
647,Hamza,Hamza,DS,,1998-07-17,33,32,50,97,25
648,Asif,Asif,Blockchain,,1983-04-10,60,75,77,20,34
649,Asif,Junaid,ML,KHI,2006-10-23,87,19,14,51,97
650,Asif,Junaid,AI,ISL,1960-02-26,41,14,92,89,56
651,Hamza,Hamza,ML,,1970-03-07,9,20,90,23,37
652,Junaid,Hamza,ML,KHI,1968-01-28,61,34,77,28,33
653,Junaid,Hamza,Blockchain,,2009-11-21,43,3,63,95,11
654,Asif,Hamza,ML,,2003-08-12,29,15,29,33,27
655,Junaid,Ali,ML,KHI,1977-08-02,57,88,74,95,43
656,Junaid,Asif,ML,ISL,1962-01-21,36,10,27,95,58
657,Asif,Hamza,DS,LHR,1966-08-15,93,48,14,91,86
658,Ali,Asif,DS,LHR,1992-08-28,26,29,55,43,77
659,Asif,Junaid,ML,LHR,1987-02-16,81,53,29,43,78
660,Hamza,Ali,DS,LHR,2003-07-28,46,18,61,98,15
661,Ali,Hamza,DS,LHR,1989-03-27,30,56,57,77,49
662,Ali,Asif,DS,,1982-08-27,86,59,15,88,9
663,Hamza,Asif,Blockchain,,1990-07-15,51,71,33,32,61
664,Asif,Junaid,ML,LHR,1971-04-20,22,9,60,22,67
665,Ali,Junaid,DS,ISL,1969-06-26,79,7,61,74,26
666,Hamza,Asif,AI,LHR,1976-11-03,28,6,20,22,76
667,Asif,Asif,ML,KHI,1966-01-29,52,77,15,36,2
668,Ali,Junaid,ML,,1952-11-22,30,38,21,41,1
669,Hamza,Asif,Blockchain,KHI,2008-09-16,74,87,94,26,15
670,Junaid,Asif,DS,,1974-08-29,8,75,75,17,25
671,Asif,Junaid,ML,ISL,1995-08-04,8,58,96,75,72
672,Asif,Ali,Blockchain,,1996-11-18,66,22,69,34,89
673,Junaid,Asif,DS,KHI,1980-07-29,21,81,43,42,87
674,Junaid,Asif,AI,LHR,1972-02-04,34,63,41,63,7
675,Hamza,Junaid,AI,ISL,1991-09-04,63,13,56,9,54
676,Ali,Ali,DS,,1962-11-08,70,91,78,48,67
677,Hamza,Ali,ML,,1970-01-02,20,77,10,37,73
678,Asif,Ali,DS,LHR,2014-08-22,3,82,98,55,3
679,Ali,Ali,AI,KHI,1952-08-30,30,73,88,29,72
680,Hamza,Asif,DS,,1962-01-08,77,15,94,11,5
681,Asif,Asif,DS,,2012-11-30,87,69,12,29,98
682,Asif,Hamza,Blockchain,KHI,1951-01-03,19,25,81,15,23
683,Asif,Hamza,ML,ISL,1954-01-14,22,63,59,38,17
684,Asif,Hamza,AI,LHR,1950-04-04,20,90,26,94,3
685,Asif,Junaid,ML,ISL,1959-01-21,4,64,78,3,76
686,Ali,Asif,ML,LHR,1981-08-18,12,86,43,87,70
687,Hamza,Hamza,DS,,2008-03-28,60,57,40,49,26
688,Ali,Ali,Blockchain,KHI,1973-09-14,1,56,31,98,57
689,Hamza,Ali,AI,LHR,2004-02-15,43,63,32,5,85
690,Hamza,Hamza,DS,LHR,1955-03-18,98,27,21,33,69
691,Junaid,Junaid,Blockchain,LHR,1987-04-13,64,22,27,81,82
692,Junaid,Junaid,ML,,1967-11-05,41,60,77,98,16
693,Asif,Hamza,ML,ISL,2006-09-17,16,71,12,6,62
694,Junaid,Junaid,DS,,1971-04-25,78,62,52,25,62
695,Asif,Asif,AI,LHR,2013-08-22,82,89,62,26,20
696,Asif,Asif,ML,LHR,1993-03-14,53,85,83,95,24
697,Ali,Ali,ML,ISL,1964-06-19,79,44,27,60,53
698,Ali,Junaid,ML,,1980-02-17,22,93,29,82,58
699,Asif,Asif,DS,KHI,1977-10-03,70,47,52,94,99
700,Asif,Asif,DS,,1950-06-18,88,1,97,51,32
701,Asif,Hamza,ML,LHR,1990-02-27,92,80,4,93,73
702,Junaid,Asif,AI,KHI,1958-08-28,75,6,80,68,77
703,Hamza,Ali,DS,ISL,1998-08-15,16,3,51,74,38
704,Hamza,Ali,ML,LHR,1994-08-07,16,58,43,76,71
705,Ali,Ali,Blockchain,KHI,2001-05-13,9,96,45,50,26
706,Hamza,Junaid,AI,,1996-02-04,40,55,33,47,70
707,Junaid,Junaid,ML,LHR,1981-02-12,89,49,49,98,98
708,Hamza,Asif,Blockchain,,1992-01-09,25,46,6,80,67
709,Asif,Junaid,ML,LHR,2004-02-27,63,80,86,40,40
710,Ali,Junaid,ML,KHI,1982-11-17,24,88,54,73,53
711,Ali,Hamza,AI,,1972-09-17,19,77,17,78,73
712,Hamza,Ali,AI,,1963-11-01,80,89,35,51,21
713,Hamza,Hamza,ML,,2005-06-12,59,57,90,85,39
714,Ali,Ali,DS,ISL,1997-07-16,81,2,14,42,58
715,Junaid,Ali,DS,LHR,1966-09-06,78,30,93,20,98
716,Asif,Hamza,DS,ISL,1997-10-13,85,63,75,91,20
717,Ali,Ali,Blockchain,,2001-04-08,50,13,89,24,92
718,Asif,Asif,ML,,1983-02-26,65,71,20,41,17
719,Hamza,Hamza,AI,,1954-03-01,40,67,77,1,1
720,Ali,Hamza,AI,,1983-11-05,98,49,59,58,56
721,Asif,Hamza,ML,ISL,1989-10-10,75,77,49,31,59
722,Hamza,Hamza,ML,LHR,1959-04-26,4,26,26,4,73
723,Ali,Junaid,ML,,1957-04-09,36,81,86,55,15
724,Asif,Junaid,Blockchain,LHR,2007-01-13,30,13,35,90,39
725,Junaid,Junaid,ML,LHR,2014-06-19,65,71,22,2,60
726,Ali,Junaid,AI,ISL,2009-09-08,52,96,50,38,27
727,Asif,Ali,ML,LHR,1957-10-19,34,27,62,77,87
728,Ali,Hamza,AI,,2003-02-08,94,23,99,73,16
729,Ali,Ali,ML,KHI,1961-03-03,59,16,56,73,94
730,Ali,Asif,DS,,1972-03-12,30,2,67,11,76
731,Hamza,Ali,ML,,2003-10-20,35,79,42,70,7
732,Hamza,Junaid,ML,KHI,1973-08-26,98,6,50,77,71
733,Ali,Hamza,ML,,2002-09-03,39,98,50,98,70
734,Hamza,Asif,Blockchain,,1974-08-07,64,91,44,80,63
735,Ali,Asif,Blockchain,ISL,1990-08-02,50,63,81,24,99
736,Ali,Hamza,DS,,1971-03-12,73,44,5,52,45
737,Asif,Asif,ML,,1950-01-30,2,98,78,18,17
738,Ali,Asif,ML,KHI,1982-03-28,40,17,43,82,92
739,Ali,Asif,Blockchain,KHI,1984-11-03,38,72,45,25,15
740,Junaid,Asif,ML,KHI,1992-05-18,2,60,84,76,7
741,Junaid,Asif,Blockchain,LHR,1964-04-01,17,16,68,72,51
742,Junaid,Junaid,DS,KHI,1962-03-20,71,54,55,78,43
743,Hamza,Ali,Blockchain,KHI,1988-10-21,49,65,7,90,59
744,Junaid,Junaid,AI,KHI,1993-03-18,58,85,16,16,23
745,Ali,Asif,Blockchain,ISL,1969-05-10,73,41,10,37,3
746,Ali,Asif,DS,ISL,1978-01-27,71,85,59,68,46
747,Hamza,Asif,Blockchain,LHR,1976-03-22,80,42,59,24,66
748,Asif,Junaid,DS,ISL,1999-01-20,68,41,55,50,19
749,Hamza,Junaid,ML,KHI,2011-07-11,49,95,64,47,98
750,Asif,Junaid,ML,LHR,1973-08-24,39,91,19,9,56
751,Hamza,Hamza,Blockchain,LHR,1964-07-11,99,87,92,46,83
752,Ali,Asif,ML,ISL,1991-07-17,54,11,60,17,39
753,Hamza,Ali,ML,,1983-08-08,56,9,10,14,71
754,Asif,Junaid,AI,KHI,1957-05-02,65,80,10,36,91
755,Junaid,Ali,Blockchain,ISL,1977-07-12,99,29,46,69,50
756,Junaid,Asif,AI,,1976-03-05,27,39,61,75,24
757,Hamza,Asif,AI,KHI,2013-02-25,83,32,63,18,37
758,Junaid,Junaid,AI,,2002-10-18,69,98,41,46,64
759,Asif,Ali,ML,,1950-01-21,58,26,97,18,39
760,Ali,Junaid,Blockchain,LHR,1977-10-13,47,82,24,22,12
761,Asif,Junaid,AI,LHR,2012-02-15,90,5,67,4,13
762,Junaid,Hamza,DS,,1965-04-28,25,9,85,53,18
763,Asif,Hamza,Blockchain,ISL,1952-01-22,7,66,26,8,60
764,Asif,Hamza,ML,ISL,2000-10-25,1,28,46,46,48
765,Hamza,Ali,DS,,2002-09-30,40,1,43,89,14
766,Junaid,Ali,Blockchain,LHR,2000-07-20,16,69,42,55,52
767,Asif,Ali,AI,,2006-04-16,20,8,27,32,23
768,Junaid,Ali,Blockchain,ISL,1998-09-15,90,77,94,39,22
769,Ali,Ali,AI,,1984-07-07,80,87,8,22,27
770,Junaid,Ali,AI,,1982-02-19,52,16,42,19,47
771,Asif,Hamza,DS,,1980-08-07,3,67,92,73,68
772,Hamza,Hamza,Blockchain,,1992-04-21,27,99,89,49,48
773,Junaid,Junaid,ML,,2007-07-05,21,41,62,54,52
774,Ali,Junaid,DS,ISL,1990-11-02,11,22,94,87,73
775,Junaid,Junaid,DS,ISL,1979-05-15,34,9,3,4,86
776,Junaid,Junaid,Blockchain,ISL,2013-10-30,96,50,21,98,92
777,Asif,Junaid,Blockchain,ISL,1963-04-12,29,90,1,65,28
778,Junaid,Asif,Blockchain,,1986-08-16,51,29,23,21,66
779,Ali,Hamza,Blockchain,,1955-11-02,34,30,46,83,23
780,Hamza,Ali,ML,LHR,1967-08-15,42,26,37,71,98
781,Ali,Ali,AI,ISL,1990-06-03,29,95,1,11,47
782,Asif,Junaid,DS,LHR,2005-03-18,87,59,36,50,97
783,Ali,Asif,ML,ISL,1969-02-25,83,76,5,85,23
784,Hamza,Junaid,Blockchain,LHR,2006-06-28,8,2,85,77,97
785,Junaid,Hamza,ML,ISL,1993-11-27,41,63,69,7,58
786,Junaid,Junaid,Blockchain,LHR,2004-11-04,9,92,70,55,71
787,Hamza,Asif,AI,,1960-01-12,11,85,8,14,52
788,Junaid,Asif,DS,,1992-03-21,82,54,11,22,42
789,Junaid,Ali,ML,LHR,2001-01-07,68,60,71,36,65
790,Asif,Ali,DS,LHR,1984-06-18,80,99,87,36,1
791,Junaid,Ali,ML,LHR,1979-09-22,19,37,90,34,15
792,Asif,Asif,ML,KHI,2011-04-20,12,86,85,67,32
793,Junaid,Junaid,ML,KHI,1999-05-04,3,58,84,41,11
794,Ali,Asif,DS,LHR,1986-04-17,49,6,68,95,60
795,Junaid,Ali,ML,ISL,1950-10-08,86,84,23,31,95
796,Asif,Junaid,DS,,2014-11-14,34,21,65,38,22
797,Asif,Hamza,ML,ISL,2012-08-02,86,88,40,95,71
798,Hamza,Junaid,AI,LHR,1953-08-17,18,95,82,28,5
799,Hamza,Junaid,DS,,1951-11-24,50,87,31,68,64
